Timestamp: 2024-08-29T05:50:11.331Z, Sine: 2.145620239077832, Sawtooth: 0.6883240825948567, Square: 10.0, Triangle: 1.3766481651897133
Timestamp: 2024-08-29T06:04:06.626Z, Sine: -7.223403137885253, Sawtooth: -7.430664408801536, Square: -10.0, Triangle: -5.138671182396931
Timestamp: 2024-08-29T06:04:07.624Z, Sine: -9.90993975286609, Sawtooth: -5.427521707218351, Square: -10.0, Triangle: -9.144956585563298
Timestamp: 2024-08-29T06:04:08.624Z, Sine: -8.789318053285362, Sawtooth: -3.417431944339356, Square: -10.0, Triangle: -6.834863888678713
Timestamp: 2024-08-29T06:04:09.597Z, Sine: -4.27916315213925, Sawtooth: -1.407522043108505, Square: -10.0, Triangle: -2.8150440862170103
Timestamp: 2024-08-29T06:04:10.597Z, Sine: 1.8621030517156132, Sawtooth: 0.5962057780135769, Square: 10.0, Triangle: 1.192411556027154
Timestamp: 2024-08-29T06:04:11.600Z, Sine: 7.296872421218649, Sawtooth: 2.6033433813513107, Square: 10.0, Triangle: 5.206686762702621
Timestamp: 2024-08-29T06:04:12.598Z, Sine: 9.924012433809922, Sawtooth: 4.607344410040193, Square: 10.0, Triangle: 9.214688820080388
Timestamp: 2024-08-29T06:04:13.600Z, Sine: 8.751722513078764, Sawtooth: 6.607479551658848, Square: 10.0, Triangle: 6.785040896682306
Timestamp: 2024-08-29T06:04:14.610Z, Sine: 4.207573852556874, Sawtooth: 8.617643687708805, Square: 10.0, Triangle: 2.764712624582391
Timestamp: 2024-08-29T06:04:15.607Z, Sine: -1.9592944901522351, Sawtooth: -9.372276415241002, Square: -10.0, Triangle: -1.2554471695179967
Timestamp: 2024-08-29T06:04:16.615Z, Sine: -7.3586743727097295, Sawtooth: -7.367746426346399, Square: -10.0, Triangle: -5.264507147307206
Timestamp: 2024-08-29T06:04:17.622Z, Sine: -9.936940705102957, Sawtooth: -5.357658181287219, Square: -10.0, Triangle: -9.284683637425564
Timestamp: 2024-08-29T06:04:18.616Z, Sine: -8.695244296455186, Sawtooth: -3.3557456726645443, Square: -10.0, Triangle: -6.71149134532909
Timestamp: 2024-08-29T06:04:19.616Z, Sine: -4.129557899992317, Sawtooth: -1.3550360362457006, Square: -10.0, Triangle: -2.710072072491401
Timestamp: 2024-08-29T06:04:20.627Z, Sine: 2.0382567782447447, Sawtooth: 0.6533757768271945, Square: 10.0, Triangle: 1.306751553654389
Timestamp: 2024-08-29T06:04:21.628Z, Sine: 7.4069405405735855, Sawtooth: 2.6550317739010394, Square: 10.0, Triangle: 5.310063547802078
Timestamp: 2024-08-29T06:04:22.627Z, Sine: 9.941797905078554, Sawtooth: 4.656406215399098, Square: 10.0, Triangle: 9.312812430798193
Timestamp: 2024-08-29T06:04:23.631Z, Sine: 8.66055670936298, Sawtooth: 6.666473969890768, Square: 10.0, Triangle: 6.6670520602184675
Timestamp: 2024-08-29T06:04:24.636Z, Sine: 4.0388267611501085, Sawtooth: 8.676603954994874, Square: 10.0, Triangle: 2.646792090010253
Timestamp: 2024-08-29T06:04:25.640Z, Sine: -2.140666211483534, Sawtooth: -9.31329034501807, Square: -10.0, Triangle: -1.3734193099638634
Timestamp: 2024-08-29T06:04:26.647Z, Sine: -7.491670769714412, Sawtooth: -7.304540058126305, Square: -10.0, Triangle: -5.390919883747392
Timestamp: 2024-08-29T06:04:27.648Z, Sine: -9.957257395939308, Sawtooth: -5.2944085552023825, Square: -10.0, Triangle: -9.411182889595235
Timestamp: 2024-08-29T06:04:28.653Z, Sine: -8.582144294106712, Sawtooth: -3.2842603562604884, Square: -10.0, Triangle: -6.568520712520976
Timestamp: 2024-08-29T06:04:29.663Z, Sine: -3.8968070745896792, Sawtooth: -1.2741463082644442, Square: -10.0, Triangle: -2.5482926165288884
Timestamp: 2024-08-29T06:04:30.667Z, Sine: 2.266171125534236, Sawtooth: 0.727666024250403, Square: 10.0, Triangle: 1.4553320485008059
Timestamp: 2024-08-29T06:04:31.665Z, Sine: 7.579054240806849, Sawtooth: 2.737771724237461, Square: 10.0, Triangle: 5.475543448474922
Timestamp: 2024-08-29T06:04:32.666Z, Sine: 9.967325856581962, Sawtooth: 4.742613625104163, Square: 10.0, Triangle: 9.485227250208322
Timestamp: 2024-08-29T06:04:33.676Z, Sine: 8.527430206587361, Sawtooth: 6.749373291307823, Square: 10.0, Triangle: 6.501253417384357
Timestamp: 2024-08-29T06:04:34.674Z, Sine: 3.799344765349751, Sawtooth: 8.759465330916541, Square: 10.0, Triangle: 2.48106933816692
Timestamp: 2024-08-29T06:04:35.675Z, Sine: -2.3781864488852715, Sawtooth: -9.235676072198787, Square: -10.0, Triangle: -1.5286478556024259
Timestamp: 2024-08-29T06:04:36.683Z, Sine: -7.6431640149402735, Sawtooth: -7.230765869440385, Square: -10.0, Triangle: -5.538468261119229
Timestamp: 2024-08-29T06:04:37.686Z, Sine: -9.975992022725986, Sawtooth: -5.220612358129138, Square: -10.0, Triangle: -9.558775283741724
Timestamp: 2024-08-29T06:04:38.686Z, Sine: -8.47332812839295, Sawtooth: -3.217930314859976, Square: -10.0, Triangle: -6.435860629719952
Timestamp: 2024-08-29T06:04:39.693Z, Sine: -3.7056290103491385, Sawtooth: -1.208352057258824, Square: -10.0, Triangle: -2.4167041145176476
Timestamp: 2024-08-29T06:04:40.700Z, Sine: 2.4922900573414877, Sawtooth: 0.8017718565660209, Square: 10.0, Triangle: 1.6035437131320422
Timestamp: 2024-08-29T06:04:41.714Z, Sine: 7.729031778830235, Sawtooth: 2.811961795552843, Square: 10.0, Triangle: 5.623923591105686
Timestamp: 2024-08-29T06:04:42.705Z, Sine: 9.983257832050034, Sawtooth: 4.815782203683673, Square: 10.0, Triangle: 9.63156440736734
Timestamp: 2024-08-29T06:04:43.708Z, Sine: 8.399503619559772, Sawtooth: 6.825840092346542, Square: 10.0, Triangle: 6.348319815306919
Timestamp: 2024-08-29T06:04:44.717Z, Sine: 3.5760673416354867, Sawtooth: 8.835928337405722, Square: 10.0, Triangle: 2.3281433251885595
Timestamp: 2024-08-29T06:04:45.767Z, Sine: -2.626825633424552, Sawtooth: -9.153928017111834, Square: -10.0, Triangle: -1.6921439657763349
Timestamp: 2024-08-29T06:04:46.719Z, Sine: -7.80250329755879, Sawtooth: -7.150916606942696, Square: -10.0, Triangle: -5.698166786114611
Timestamp: 2024-08-29T06:04:47.723Z, Sine: -9.99021205601755, Sawtooth: -5.140846575721302, Square: -10.0, Triangle: -9.718306848557399
Timestamp: 2024-08-29T06:04:48.733Z, Sine: -8.324718429710906, Sawtooth: -3.1307499826531373, Square: -10.0, Triangle: -6.261499965306275
Timestamp: 2024-08-29T06:04:49.739Z, Sine: -3.4482285197092297, Sawtooth: -1.1206101317202293, Square: -10.0, Triangle: -2.2412202634404585
Timestamp: 2024-08-29T06:04:50.743Z, Sine: 2.75811394653593, Sawtooth: 0.8894652118705177, Square: 10.0, Triangle: 1.7789304237410355
Timestamp: 2024-08-29T06:04:51.756Z, Sine: 7.900748686990439, Sawtooth: 2.8995838133260086, Square: 10.0, Triangle: 5.799167626652016
Timestamp: 2024-08-29T06:04:52.755Z, Sine: 9.995697571841715, Sawtooth: 4.906623517285638, Square: 10.0, Triangle: 9.813247034571283
Timestamp: 2024-08-29T06:04:53.754Z, Sine: 8.256110424137118, Sawtooth: 6.908306076206255, Square: 10.0, Triangle: 6.183387847587491
Timestamp: 2024-08-29T06:04:54.770Z, Sine: 3.3440876703551443, Sawtooth: 8.914633922672389, Square: 10.0, Triangle: 2.170732154655224
Timestamp: 2024-08-29T06:04:55.763Z, Sine: -2.864450393101199, Sawtooth: -9.075264171890092, Square: -10.0, Triangle: -1.8494716562198144
Timestamp: 2024-08-29T06:04:56.765Z, Sine: -7.952297903029757, Sawtooth: -7.07350192742916, Square: -10.0, Triangle: -5.852996145141682
Timestamp: 2024-08-29T06:04:57.765Z, Sine: -9.99760754299292, Sawtooth: -5.069629913424599, Square: -10.0, Triangle: -9.860740173150804
Timestamp: 2024-08-29T06:04:58.764Z, Sine: -8.212737653884211, Sawtooth: -3.067361476055178, Square: -10.0, Triangle: -6.134722952110355
Timestamp: 2024-08-29T06:04:59.770Z, Sine: -3.2775447342495805, Sawtooth: -1.0629187617999676, Square: -10.0, Triangle: -2.1258375235999347
Timestamp: 2024-08-29T06:05:00.775Z, Sine: 2.9095863101958304, Sawtooth: 0.939742031991777, Square: 10.0, Triangle: 1.879484063983554
Timestamp: 2024-08-29T06:05:01.777Z, Sine: 7.9816705192949025, Sawtooth: 2.941967970406364, Square: 10.0, Triangle: 5.883935940812728
Timestamp: 2024-08-29T06:05:02.801Z, Sine: 9.99886448337339, Sawtooth: 4.9520304125286785, Square: 10.0, Triangle: 9.904060825057373
Timestamp: 2024-08-29T06:05:03.779Z, Sine: 8.159547777227687, Sawtooth: 6.962117898677949, Square: 10.0, Triangle: 6.075764202644102
Timestamp: 2024-08-29T06:05:04.777Z, Sine: 3.1966214282431036, Sawtooth: 8.964305891597148, Square: 10.0, Triangle: 2.0713882168057056
Timestamp: 2024-08-29T06:05:05.779Z, Sine: -2.9886977570876456, Sawtooth: -9.033903784275333, Square: -10.0, Triangle: -1.9321924314493373
Timestamp: 2024-08-29T06:05:06.785Z, Sine: -8.046051521717015, Sawtooth: -7.023770004621686, Square: -10.0, Triangle: -5.95245999075663
Timestamp: 2024-08-29T06:05:07.791Z, Sine: -9.999829452458677, Sawtooth: -5.018590388846022, Square: -10.0, Triangle: -9.962819222307909
Timestamp: 2024-08-29T06:05:08.795Z, Sine: -8.11752521019555, Sawtooth: -3.0148618088140324, Square: -10.0, Triangle: -6.029723617628066
Timestamp: 2024-08-29T06:05:09.798Z, Sine: -3.1043588127563244, Sawtooth: -1.0047500375477127, Square: -10.0, Triangle: -2.0095000750954246
Timestamp: 2024-08-29T06:05:10.799Z, Sine: 3.1060721999376266, Sawtooth: 1.005323788223219, Square: 10.0, Triangle: 2.010647576446438
Timestamp: 2024-08-29T06:05:11.808Z, Sine: 8.118633416264835, Sawtooth: 3.0154659158858506, Square: 10.0, Triangle: 6.030931831771701
Timestamp: 2024-08-29T06:05:12.812Z, Sine: 9.999821451437668, Sawtooth: 5.019021464458866, Square: 10.0, Triangle: 9.961957071082285
Timestamp: 2024-08-29T06:05:13.809Z, Sine: 8.046178910128404, Sawtooth: 7.023701717515212, Square: 10.0, Triangle: 5.9525965649695785
Timestamp: 2024-08-29T06:05:14.816Z, Sine: 3.007728468801334, Sawtooth: 9.02755399986217, Square: 10.0, Triangle: 1.9448920002756636
Timestamp: 2024-08-29T06:05:15.817Z, Sine: -3.1750863596391947, Sawtooth: -8.971537529323152, Square: -10.0, Triangle: -2.0569249413537007
Timestamp: 2024-08-29T06:05:16.826Z, Sine: -8.15036471547067, Sawtooth: -6.967168429328995, Square: -10.0, Triangle: -6.065663141342011
Timestamp: 2024-08-29T06:05:17.826Z, Sine: -9.99923294747189, Sawtooth: -4.960574205485231, Square: -10.0, Triangle: -9.92114841097049
Timestamp: 2024-08-29T06:05:18.825Z, Sine: -8.000546014354512, Sawtooth: -2.9519620401966824, Square: -10.0, Triangle: -5.903924080393366
Timestamp: 2024-08-29T06:05:19.834Z, Sine: -2.9241427405613942, Sawtooth: -0.9445861391479059, Square: -10.0, Triangle: -1.8891722782958118
Timestamp: 2024-08-29T06:05:20.828Z, Sine: 3.2652929842463156, Sawtooth: 1.0587918245066898, Square: 10.0, Triangle: 2.1175836490133797
Timestamp: 2024-08-29T06:05:21.834Z, Sine: 8.215458625513905, Sawtooth: 3.068880069565869, Square: 10.0, Triangle: 6.137760139131737
Timestamp: 2024-08-29T06:05:22.833Z, Sine: 9.997222955787544, Sawtooth: 5.075018188555057, Square: 10.0, Triangle: 9.849963622889891
Timestamp: 2024-08-29T06:05:23.847Z, Sine: 7.946027163716554, Sawtooth: 7.076791816664609, Square: 10.0, Triangle: 5.846416366670785
Timestamp: 2024-08-29T06:05:24.851Z, Sine: 2.8437481008805117, Sawtooth: 9.0821399104398, Square: 10.0, Triangle: 1.8357201791204045
Timestamp: 2024-08-29T06:05:25.842Z, Sine: -3.364802990306996, Sawtooth: -8.907634481807715, Square: -10.0, Triangle: -2.1847310363845702
Timestamp: 2024-08-29T06:05:26.847Z, Sine: -8.268212114198029, Sawtooth: -6.90146828315194, Square: -10.0, Triangle: -6.1970634336961234
Timestamp: 2024-08-29T06:05:27.860Z, Sine: -9.994175573222638, Sawtooth: -4.891354235155895, Square: -10.0, Triangle: -9.78270847031179
Timestamp: 2024-08-29T06:05:28.855Z, Sine: -7.880152250736633, Sawtooth: -2.888912007417592, Square: -10.0, Triangle: -5.777824014835184
Timestamp: 2024-08-29T06:05:29.859Z, Sine: -2.7261225052217037, Sawtooth: -0.8788761271420492, Square: -10.0, Triangle: -1.757752254284098
Timestamp: 2024-08-29T06:05:31.208Z, Sine: 3.479496009489726, Sawtooth: 1.131219707016208, Square: 10.0, Triangle: 2.262439414032416
Timestamp: 2024-08-29T06:05:31.917Z, Sine: 8.3364697686957, Sawtooth: 3.1375118847166763, Square: 10.0, Triangle: 6.275023769433352
Timestamp: 2024-08-29T06:05:32.929Z, Sine: 9.989202937938309, Sawtooth: 5.147930255585739, Square: 10.0, Triangle: 9.704139488828524
Timestamp: 2024-08-29T06:05:33.878Z, Sine: 7.78848705513925, Sawtooth: 7.158039750122336, Square: 10.0, Triangle: 5.68392049975533
Timestamp: 2024-08-29T06:05:34.893Z, Sine: 2.5837441944434643, Sawtooth: 9.168131789731055, Square: 10.0, Triangle: 1.663736420537893
Timestamp: 2024-08-29T06:05:35.884Z, Sine: -3.6174343380890495, Sawtooth: -8.821816392885342, Square: -10.0, Triangle: -2.356367214229319
Timestamp: 2024-08-29T06:05:36.893Z, Sine: -8.41885060595908, Sawtooth: -6.814460223494168, Square: -10.0, Triangle: -6.371079553011668
Timestamp: 2024-08-29T06:05:37.896Z, Sine: -9.98110960505202, Sawtooth: -4.80431657801172, Square: -10.0, Triangle: -9.60863315602344
Timestamp: 2024-08-29T06:05:38.899Z, Sine: -7.693389742155684, Sawtooth: -2.7941425761329617, Square: -10.0, Triangle: -5.588285152265923
Timestamp: 2024-08-29T06:05:39.911Z, Sine: -2.4383168353030467, Sawtooth: -0.7840444652449813, Square: -10.0, Triangle: -1.5680889304899626
Timestamp: 2024-08-29T06:05:40.919Z, Sine: 3.7576123871282174, Sawtooth: 1.2261872137867684, Square: 10.0, Triangle: 2.452374427573537
Timestamp: 2024-08-29T06:05:41.922Z, Sine: 8.492033284168697, Sawtooth: 3.22917357992895, Square: 10.0, Triangle: 6.4583471598579
Timestamp: 2024-08-29T06:05:42.915Z, Sine: 9.973549935170068, Sawtooth: 5.23156571961334, Square: 10.0, Triangle: 9.536868560773318
Timestamp: 2024-08-29T06:05:43.917Z, Sine: 7.621863018253321, Sawtooth: 7.241260090430382, Square: 10.0, Triangle: 5.517479819139236
Timestamp: 2024-08-29T06:05:44.926Z, Sine: 2.330153700209773, Sawtooth: 9.251407530462368, Square: 10.0, Triangle: 1.497184939075265
Timestamp: 2024-08-29T06:05:45.946Z, Sine: -3.8530392661497315, Sawtooth: -8.74096612821929, Square: -10.0, Triangle: -2.5180677435614225
Timestamp: 2024-08-29T06:05:46.970Z, Sine: -8.547378862530167, Sawtooth: -6.737178353214493, Square: -10.0, Triangle: -6.525643293571015
Timestamp: 2024-08-29T06:05:47.929Z, Sine: -9.965696908809075, Sawtooth: -4.736272159129534, Square: -10.0, Triangle: -9.472544318259066
Timestamp: 2024-08-29T06:05:49.018Z, Sine: -7.559177482521728, Sawtooth: -2.728090295758696, Square: -10.0, Triangle: -5.456180591517393
Timestamp: 2024-08-29T06:05:49.940Z, Sine: -2.236546161534068, Sawtooth: -0.7179876314112692, Square: -10.0, Triangle: -1.4359752628225386
Timestamp: 2024-08-29T06:05:50.945Z, Sine: 3.94391978926833, Sawtooth: 1.2904477078687668, Square: 10.0, Triangle: 2.580895415737534
Timestamp: 2024-08-29T06:05:51.987Z, Sine: 8.599024970822496, Sawtooth: 3.2947576128901166, Square: 10.0, Triangle: 6.589515225780231
Timestamp: 2024-08-29T06:05:52.953Z, Sine: 9.954182043436626, Sawtooth: 5.30482384956197, Square: 10.0, Triangle: 9.390352300876062
Timestamp: 2024-08-29T06:05:53.955Z, Sine: 7.469063139591791, Sawtooth: 7.3153833776738795, Square: 10.0, Triangle: 5.369233244652243
Timestamp: 2024-08-29T06:05:55.061Z, Sine: 2.103374005895011, Sawtooth: 9.32543747178721, Square: 10.0, Triangle: 1.3491250564255848
Timestamp: 2024-08-29T06:05:55.965Z, Sine: -4.073727255699265, Sawtooth: -8.664449998036565, Square: -10.0, Triangle: -2.6711000039268717
Timestamp: 2024-08-29T06:05:56.964Z, Sine: -8.679442011523484, Sawtooth: -6.654410323211484, Square: -10.0, Triangle: -6.691179353577035
Timestamp: 2024-08-29T06:05:57.965Z, Sine: -9.940221078750097, Sawtooth: -4.651778367996235, Square: -10.0, Triangle: -9.30355673599247
Timestamp: 2024-08-29T06:05:59.052Z, Sine: -7.379995102949346, Sawtooth: -2.64229345631374, Square: -10.0, Triangle: -5.28458691262748
Timestamp: 2024-08-29T06:05:59.985Z, Sine: -1.9728490072266043, Sawtooth: -0.6321240078944281, Square: -10.0, Triangle: -1.2642480157888565
Timestamp: 2024-08-29T06:06:00.998Z, Sine: 4.1719334601867075, Sawtooth: 1.3698621149893004, Square: 10.0, Triangle: 2.739724229978601
Timestamp: 2024-08-29T06:06:01.992Z, Sine: 8.729753171556098, Sawtooth: 3.378125181720271, Square: 10.0, Triangle: 6.756250363440541
Timestamp: 2024-08-29T06:06:02.994Z, Sine: 9.928152451528604, Sawtooth: 5.3817960845992685, Square: 10.0, Triangle: 9.236407830801465
Timestamp: 2024-08-29T06:06:03.996Z, Sine: 7.306987278421201, Sawtooth: 7.391944283541164, Square: 10.0, Triangle: 5.216111432917676
Timestamp: 2024-08-29T06:06:05.004Z, Sine: 1.8802362101305254, Sawtooth: 9.39791847799027, Square: 10.0, Triangle: 1.2041630440194588
Timestamp: 2024-08-29T06:06:05.996Z, Sine: -4.280554399867676, Sawtooth: -8.591987964581197, Square: -10.0, Triangle: -2.8160240708376088
Timestamp: 2024-08-29T06:06:07.008Z, Sine: -8.783720344432616, Sawtooth: -6.586299879167321, Square: -10.0, Triangle: -6.82740024166536
Timestamp: 2024-08-29T06:06:08.014Z, Sine: -9.911474357651834, Sawtooth: -4.576141814396626, Square: -10.0, Triangle: -9.152283628793253
Timestamp: 2024-08-29T06:06:09.015Z, Sine: -7.214912135026271, Sawtooth: -2.565429745393252, Square: -10.0, Triangle: -5.130859490786504
Timestamp: 2024-08-29T06:06:10.024Z, Sine: -1.751307067803607, Sawtooth: -0.5603480289956922, Square: -10.0, Triangle: -1.1206960579913845
Timestamp: 2024-08-29T06:06:11.025Z, Sine: 4.379847706290697, Sawtooth: 1.4430762281632779, Square: 10.0, Triangle: 2.886152456326556
Timestamp: 2024-08-29T06:06:12.024Z, Sine: 8.842047723820897, Sawtooth: 3.452989923943668, Square: 10.0, Triangle: 6.905979847887337
Timestamp: 2024-08-29T06:06:13.084Z, Sine: 9.895895035394988, Sawtooth: 5.45970405555286, Square: 10.0, Triangle: 9.080591888894277
Timestamp: 2024-08-29T06:06:14.032Z, Sine: 7.137766200547494, Sawtooth: 7.469831763927245, Square: 10.0, Triangle: 5.0603364721455115
Timestamp: 2024-08-29T06:06:15.039Z, Sine: 1.6269677638556161, Sawtooth: 9.479807690320074, Square: 10.0, Triangle: 1.040384619359856
Timestamp: 2024-08-29T06:06:16.045Z, Sine: -4.51182249396414, Sawtooth: -8.510024379080432, Square: -10.0, Triangle: -2.9799512418391365
Timestamp: 2024-08-29T06:06:17.046Z, Sine: -8.897476625556873, Sawtooth: -6.508802478473838, Square: -10.0, Triangle: -6.9823950430523265
Timestamp: 2024-08-29T06:06:18.046Z, Sine: -9.88045963487622, Sawtooth: -4.507330137597676, Square: -10.0, Triangle: -9.014660275195352
Timestamp: 2024-08-29T06:06:19.054Z, Sine: -7.064845379892999, Sawtooth: -2.4972001524935683, Square: -10.0, Triangle: -4.994400304987137
Timestamp: 2024-08-29T06:06:20.045Z, Sine: -1.540621406644309, Sawtooth: -0.49235597489714344, Square: -10.0, Triangle: -0.9847119497942867
Timestamp: 2024-08-29T06:06:21.058Z, Sine: 4.589631091871425, Sawtooth: 1.5177899473150271, Square: 10.0, Triangle: 3.0355798946300547
Timestamp: 2024-08-29T06:06:22.066Z, Sine: 8.939822707934118, Sawtooth: 3.5210001918800033, Square: 10.0, Triangle: 7.042000383760007
Timestamp: 2024-08-29T06:06:23.061Z, Sine: 9.861105949600212, Sawtooth: 5.531142319542635, Square: 10.0, Triangle: 8.937715360914732
Timestamp: 2024-08-29T06:06:24.068Z, Sine: 6.978815895353191, Sawtooth: 7.541261679908033, Square: 10.0, Triangle: 4.917476640183935
Timestamp: 2024-08-29T06:06:25.074Z, Sine: 1.4130867975633836, Sawtooth: 9.548689945740447, Square: 10.0, Triangle: 0.9026201085191082
Timestamp: 2024-08-29T06:06:26.081Z, Sine: -4.702941205248215, Sawtooth: -8.441478320749205, Square: -10.0, Triangle: -3.1170433585015918
Timestamp: 2024-08-29T06:06:27.083Z, Sine: -9.005894906283583, Sawtooth: -6.431352130194636, Square: -10.0, Triangle: -7.137295739610729
Timestamp: 2024-08-29T06:06:28.085Z, Sine: -9.839271619484508, Sawtooth: -4.42852817077272, Square: -10.0, Triangle: -8.85705634154544
Timestamp: 2024-08-29T06:06:29.086Z, Sine: -6.903331662697409, Sawtooth: -2.4253604251625793, Square: -10.0, Triangle: -4.850720850325159
Timestamp: 2024-08-29T06:06:30.123Z, Sine: -1.3094469261378852, Sawtooth: -0.41801032705066704, Square: -10.0, Triangle: -0.8360206541013341
Timestamp: 2024-08-29T06:06:31.091Z, Sine: 4.771274482673586, Sawtooth: 1.5832199215649136, Square: 10.0, Triangle: 3.166439843129827
Timestamp: 2024-08-29T06:06:32.096Z, Sine: 9.039661322267353, Sawtooth: 3.5935775796413543, Square: 10.0, Triangle: 7.1871551592827085
Timestamp: 2024-08-29T06:06:33.101Z, Sine: 9.820707112661339, Sawtooth: 5.60366734252035, Square: 10.0, Triangle: 8.792665314959303
Timestamp: 2024-08-29T06:06:34.177Z, Sine: 6.813818005670724, Sawtooth: 7.613793533074917, Square: 10.0, Triangle: 4.772412933850167
Timestamp: 2024-08-29T06:06:35.118Z, Sine: 1.2052566589473874, Sawtooth: 9.615419932662359, Square: 10.0, Triangle: 0.769160134675284
Timestamp: 2024-08-29T06:06:36.115Z, Sine: -4.883475921330762, Sawtooth: -8.375998258445405, Square: -10.0, Triangle: -3.248003483109191
Timestamp: 2024-08-29T06:06:37.113Z, Sine: -9.093441632693722, Sawtooth: -6.3658401936747095, Square: -10.0, Triangle: -7.268319612650582
Timestamp: 2024-08-29T06:06:38.121Z, Sine: -9.795814710247368, Sawtooth: -4.355654049237428, Square: -10.0, Triangle: -8.711308098474854
Timestamp: 2024-08-29T06:06:39.125Z, Sine: -6.720127738234955, Sawtooth: -2.3457001312319252, Square: -10.0, Triangle: -4.6914002624638504
Timestamp: 2024-08-29T06:06:40.164Z, Sine: -1.0739101786294818, Sawtooth: -0.3424967168561186, Square: -10.0, Triangle: -0.6849934337122372
Timestamp: 2024-08-29T06:06:41.130Z, Sine: 5.002511929972279, Sawtooth: 1.667590010383245, Square: 10.0, Triangle: 3.33518002076649
Timestamp: 2024-08-29T06:06:42.136Z, Sine: 9.140922145561307, Sawtooth: 3.6709520369297772, Square: 10.0, Triangle: 7.3419040738595545
Timestamp: 2024-08-29T06:06:43.134Z, Sine: 9.771981263419994, Sawtooth: 5.681050147817758, Square: 10.0, Triangle: 8.637899704364488
Timestamp: 2024-08-29T06:06:44.146Z, Sine: 6.635297607330609, Sawtooth: 7.690576040635273, Square: 10.0, Triangle: 4.618847918729456
Timestamp: 2024-08-29T06:06:45.152Z, Sine: 0.9532369092838495, Sawtooth: 9.696113861887408, Square: 10.0, Triangle: 0.6077722762251856
Timestamp: 2024-08-29T06:06:46.151Z, Sine: -5.098604906703007, Sawtooth: -8.296970136467932, Square: -10.0, Triangle: -3.406059727064139
Timestamp: 2024-08-29T06:06:47.152Z, Sine: -9.184708066534192, Sawtooth: -6.294247870973656, Square: -10.0, Triangle: -7.4115042580526875
Timestamp: 2024-08-29T06:06:48.153Z, Sine: -9.752783022516576, Sawtooth: -4.29074392827437, Square: -10.0, Triangle: -8.58148785654874
Timestamp: 2024-08-29T06:06:49.163Z, Sine: -6.567283437174192, Sawtooth: -2.280601800611738, Square: -10.0, Triangle: -4.561203601223476
Timestamp: 2024-08-29T06:06:50.254Z, Sine: -0.8485974872687874, Sawtooth: -0.27044221802122775, Square: -10.0, Triangle: -0.5408844360424553
Timestamp: 2024-08-29T06:06:51.171Z, Sine: 5.1973578387244785, Sawtooth: 1.739696115091865, Square: 10.0, Triangle: 3.47939223018373
Timestamp: 2024-08-29T06:06:52.179Z, Sine: 9.233761793016598, Sawtooth: 3.7458198147928057, Square: 10.0, Triangle: 7.491639629585611
Timestamp: 2024-08-29T06:06:53.187Z, Sine: 9.721530535643465, Sawtooth: 5.752951346851278, Square: 10.0, Triangle: 8.494097306297448
Timestamp: 2024-08-29T06:06:57.944Z, Sine: 6.4726385657300165, Sawtooth: 7.759131964795302, Square: 10.0, Triangle: 4.481736070409398
Timestamp: 2024-08-29T06:06:58.244Z, Sine: -9.61233744207767, Sawtooth: -4.110788377661341, Square: -10.0, Triangle: -8.22157675532268
Timestamp: 2024-08-29T06:06:59.245Z, Sine: -6.150158509619352, Sawtooth: -2.108504003183855, Square: -10.0, Triangle: -4.21700800636771
Timestamp: 2024-08-29T06:07:00.262Z, Sine: -0.32086686965870076, Sawtooth: -0.10215263051058046, Square: -10.0, Triangle: -0.20430526102116087
Timestamp: 2024-08-29T06:07:01.249Z, Sine: 5.632140590913842, Sawtooth: 1.9043535597838812, Square: 10.0, Triangle: 3.8087071195677624
Timestamp: 2024-08-29T06:07:02.258Z, Sine: 9.417202542754913, Sawtooth: 3.907915938546067, Square: 10.0, Triangle: 7.815831877092134
Timestamp: 2024-08-29T06:07:03.252Z, Sine: 9.59411601258802, Sawtooth: 5.9100098266367, Square: 10.0, Triangle: 8.179980346726602
Timestamp: 2024-08-29T06:07:04.255Z, Sine: 6.091747355827164, Sawtooth: 7.915008062944405, Square: 10.0, Triangle: 4.1699838741111925
Timestamp: 2024-08-29T06:07:05.254Z, Sine: 0.25543308941990467, Sawtooth: 9.918684278192758, Square: 10.0, Triangle: 0.1626314436144867
Timestamp: 2024-08-29T06:07:06.258Z, Sine: -5.672700042339764, Sawtooth: -8.079995921822546, Square: -10.0, Triangle: -3.84000815635491
Timestamp: 2024-08-29T06:07:07.278Z, Sine: -9.43901050567618, Sawtooth: -6.071257777489306, Square: -10.0, Triangle: -7.857484445021392
Timestamp: 2024-08-29T06:07:08.264Z, Sine: -9.571954766007662, Sawtooth: -4.065301796877984, Square: -10.0, Triangle: -8.13060359375597
Timestamp: 2024-08-29T06:07:09.267Z, Sine: -6.038345472973666, Sawtooth: -2.063612407768197, Square: -10.0, Triangle: -4.127224815536395
Timestamp: 2024-08-29T06:07:10.283Z, Sine: -0.1681431924034914, Sawtooth: -0.05352416270901772, Square: -10.0, Triangle: -0.10704832541803544
Timestamp: 2024-08-29T06:07:11.291Z, Sine: 5.766927480486653, Sawtooth: 1.956570153629424, Square: 10.0, Triangle: 3.913140307258848
Timestamp: 2024-08-29T06:07:12.275Z, Sine: 9.468782160008324, Sawtooth: 3.957819374992699, Square: 10.0, Triangle: 7.915638749985398
